Name,Parent,Opening,ROC,Domestic,Budget,Mkting,Distrib,Year,Genre,ParentRev,NProfit,Date,GProfit,Total,Overseas
The Lion King (in 3D),Disney,30.151614,414.1,422.784,30,30,Buena Vista,2011,Animation,308.45,248.45,16/09/2011,278.45,514.084,91.3
Oceans,Disney,6.058958,395.9,19.422,5,5,Buena Vista,2010,Documentary,49.591,39.591,22/04/2010,44.591,82.651,63.229
Frozen,Disney,120.2214,268.8,400.738,150,75,Buena Vista,2013,Animation,829.712,604.712,22/11/2013,679.712,1276.48,875.742
Star Wars:,Disney,247.966675,265.8,936.662,245,122.5,Buena Vista,2015,Sci-Fi Fantasy,1344.346,976.846,18/12/2015,1099.346,2068.224,1131.562
The Good Dinosaur,Disney,39.155217,259.9,123.087,40,20,Buena Vista,2015,Animation,215.935,155.935,25/11/2015,175.935,332.208,209.121
Real Steel,Disney,27.319677,199.3,85.469,30,30,Buena Vista,2011,Action Drama,179.561,119.561,07/10/2011,149.561,299.269,213.8
Marvel's The Avengers,Disney,207.438708,199.2,623.358,220,110,Buena Vista,2012,Action / Adventure,987.228,657.228,04/05/2012,767.228,1518.813,895.455
Iron Man 3,Disney,174.144585,163.2,409.014,200,100,Buena Vista,2013,Action / Adventure,789.627,489.627,03/05/2013,589.627,1214.811,805.797
Finding Dory,Disney,135.060273,162.1,486.296,170,85,Buena Vista,2016,Animation,668.311,413.311,17/06/2016,498.311,1028.17,541.874
The Help,Disney,26.04459,160,169.708,25,25,Buena Vista,2011,Drama,129.983,79.983,10/08/2011,104.983,216.639,46.931
Cinderella (2015),Disney,67.877361,147.9,201.151,95,47.5,Buena Vista,2015,Fantasy,353.284,210.784,13/03/2015,258.284,543.514,342.363
Avengers:,Disney,191.271109,143.6,459.006,250,125,Buena Vista,2015,Action / Adventure,913.513,538.513,01/05/2015,663.513,1405.404,946.398
The Jungle Book (2016),Disney,103.261464,139.3,364.001,175,87.5,Buena Vista,2016,Adventure,628.258,365.758,15/04/2016,453.258,966.551,602.55
Beauty and the Beast (3D),Disney,17.751905,133.4,218.968,30,30,Buena Vista,2012,Animation,140.027,80.027,13/01/2012,110.027,233.378,14.41
Toy Story 3,Disney,110.307189,131.2,415.005,200,100,Buena Vista,2010,Animation,693.531,393.531,18/06/2010,493.531,1066.97,651.965
Rogue One:,Disney,155.081681,126,526.024,200,100,Buena Vista,2016,Sci-Fi Adventure,678.037,378.037,16/12/2016,478.037,1043.134,517.11
Alice in Wonderland (2010),Disney,116.101023,122.2,334.191,200,100,Buena Vista,2010,Family Adventure,666.554,366.554,05/03/2010,466.554,1025.467,691.276
Inside Out,Disney,90.440272,112.4,356.462,175,87.5,Buena Vista,2015,Animation,557.447,294.947,19/06/2015,382.447,857.611,501.149
Chimpanzee,Disney,10.673748,108.9,28.973,5,5,Buena Vista,2012,Documentary,20.894,10.894,20/04/2012,15.894,34.824,5.851
Planes,Disney,22.232291,107.4,90.289,50,25,Buena Vista,2013,Animation,155.518,80.518,09/08/2013,105.518,239.259,148.97
Zootopia,Disney,75.063401,106.3,341.268,215,107.5,Buena Vista,2016,Animation,665.46,342.96,04/03/2016,450.46,1023.784,682.516
"Monsters, Inc. (3D)",Disney,4.774686,104.1,289.916,65,32.5,Buena Vista,2012,Animation,198.953,101.453,19/12/2012,133.953,306.081,16.165
Captain America:,Disney,179.139142,99.9,408.084,250,125,Buena Vista,2016,Action / Adventure,749.648,374.648,06/05/2016,499.648,1153.304,745.22
Guardians of the Galaxy,Disney,94.320883,97.1,333.177,170,85,Buena Vista,2014,Action / Adventure,502.664,247.664,01/08/2014,332.664,773.329,440.152
Gnomeo and Juliet,Disney,25.356909,94,99.968,30,30,Buena Vista,2011,Animation,116.381,56.381,11/02/2011,86.381,193.968,94
African Cats,Disney,6.0032,85.2,15.429,5,5,Buena Vista,2011,Documentary,18.515,8.515,22/04/2011,13.515,30.858,15.429
Into the Woods,Disney,31.051923,84.7,128.002,50,25,Buena Vista,2014,Musical,138.525,63.525,25/12/2014,88.525,213.116,85.114
Lincoln,Disney,54.6624,83.5,182.208,65,32.5,Buena Vista,2012,Historical Drama,178.94,81.44,09/11/2012,113.94,275.293,93.085
Maleficent,Disney,69.431298,82.6,241.41,180,90,Buena Vista,2014,Fantasy,493.051,223.051,30/05/2014,313.051,758.54,517.13
Captain America:,Disney,95.023721,82.1,259.767,170,85,Buena Vista,2014,Action / Adventure,464.272,209.272,04/04/2014,294.272,714.264,454.497
Pirates of the Caribbean:,Disney,90.151958,81.3,241.072,250,125,Buena Vista,2011,Period Adventure,679.714,304.714,20/05/2011,429.714,1045.714,804.642
Bridge of Spies,Disney,15.371203,79.3,72.314,40,20,Buena Vista,2015,Thriller,107.561,47.561,16/10/2015,67.561,165.478,93.164
Doctor Strange,Disney,85.058311,76,232.048,165,82.5,Buena Vista,2016,Action / Adventure,435.623,188.123,04/11/2016,270.623,670.189,438.141
Ant-Man,Disney,57.225526,73.1,180.202,130,65,Buena Vista,2015,Action / Adventure,337.553,142.553,17/07/2015,207.553,519.312,339.11
Big Hero 6,Disney,56.215889,72.8,222.528,165,82.5,Buena Vista,2014,Animation,427.582,180.082,07/11/2014,262.582,657.819,435.291
Thor:,Disney,85.737841,64.3,206.362,170,85,Buena Vista,2013,Action / Adventure,418.971,163.971,08/11/2013,248.971,644.571,438.209
Monsters University,Disney,82.429469,61.2,268.493,200,100,Buena Vista,2013,Animation,483.749,183.749,21/06/2013,283.749,744.229,475.736
Step Up 3-D,Disney,15.812311,59.3,42.4,30,30,Buena Vista,2010,Music Drama,95.575,35.575,06/08/2010,65.575,159.292,116.892
The Muppets,Disney,29.239026,59.1,88.631,45,22.5,Buena Vista,2011,Family Comedy,107.37,39.87,23/11/2011,62.37,165.184,76.553
Moana,Disney,56.631401,45.9,242.593,165,82.5,Buena Vista,2016,Animation,360.992,113.492,23/11/2016,195.992,555.373,312.78
The Last Song,Disney,16.007426,33.6,62.95,20,20,Buena Vista,2010,Drama,53.425,13.425,31/03/2010,33.425,89.042,26.092
Need for Speed,Disney,17.844939,33.5,43.578,66,33,Buena Vista,2014,Action,132.131,33.131,14/03/2014,66.131,203.278,159.7
Planes:,Disney,17.509407,31.2,59.166,50,25,Buena Vista,2014,Animation,98.402,23.402,18/07/2014,48.402,151.387,92.221
Bears,Disney,4.776267,27.9,17.78,5,5,Buena Vista,2014,Documentary,12.79,2.79,18/04/2014,7.79,21.317,3.537
Brave,Disney,66.323594,26.6,237.283,185,92.5,Buena Vista,2012,Animation,351.284,73.784,22/06/2012,166.284,540.437,303.154
The Secret World of Arrietty,Disney,6.446395,24.8,19.203,35,35,Buena Vista,2012,Animation,87.343,17.343,17/02/2012,52.343,145.571,126.368
Wreck-It Ralph,Disney,49.038712,23.8,189.423,165,82.5,Buena Vista,2012,Animation,306.295,58.795,02/11/2012,141.295,471.223,281.8
Cars 2,Disney,66.135507,21.8,191.452,200,100,Buena Vista,2011,Animation,365.372,65.372,24/06/2011,165.372,562.111,370.659
The Hundred-Foot Journey,Disney,10.97929,21.2,54.241,22,22,Buena Vista,2014,Drama,53.329,9.329,08/08/2014,31.329,88.881,34.64
War Horse,Disney,23.9655,16.6,79.885,66,33,Buena Vista,2011,War,115.43,16.43,25/12/2011,49.43,177.585,97.7
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Disney,18.36023,8.6,66.954,28,28,Buena Vista,2014,Family,60.827,4.827,10/10/2014,32.827,101.379,34.425
I Am Number Four,Disney,19.449893,8.2,55.1,60,30,Buena Vista,2011,Sci-Fi Adventure,97.421,7.421,18/02/2011,37.421,149.878,94.778
The Odd Life of Timothy Green,Disney,10.822903,5,51.855,16,16,Buena Vista,2012,Fantasy,33.608,1.608,15/08/2012,17.608,56.013,4.158
Monkey Kingdom,Disney,4.577861,2.9,16.432,5,5,Buena Vista,2015,Documentary,10.286,0.286,17/04/2015,5.286,17.143,0.711
Tron Legacy,Disney,44.026211,2,172.063,170,85,Buena Vista,2010,Sci-Fi Action,260.041,5.041,17/12/2010,90.041,400.063,228
Saving Mr. Banks,Disney,24.9906,1,83.302,35,35,Buena Vista,2013,Drama,70.721,0.721,13/12/2013,35.721,117.868,34.566
Oz The Great and Powerful,Disney,79.110453,-0.6,234.912,215,107.5,Buena Vista,2013,Adventure,320.653,-1.847,08/03/2013,105.653,493.312,258.4
Tangled,Disney,48.767052,-1.4,200.822,260,130,Buena Vista,2010,Animation,384.667,-5.333,24/11/2010,124.667,591.795,390.973
Pete's Dragon (2016),Disney,21.514095,-4.2,76.233,65,32.5,Buena Vista,2016,Family,93.387,-4.113,12/08/2016,28.387,143.672,67.439
The Switch,Disney,8.436713,-21.3,27.779,19,19,Miramax,2010,Comedy,29.899,-8.101,20/08/2010,10.899,49.831,22.052
Alice Through the Looking Glass,Disney,26.858726,-23.7,77.041,170,85,Buena Vista,2016,Family Adventure,194.647,-60.353,27/05/2016,24.647,299.457,222.416
Prince of Persia:,Disney,30.095259,-27.1,90.76,200,100,Buena Vista,2010,Adventure,218.638,-81.362,28/05/2010,18.638,336.366,245.606
Muppets Most Wanted,Disney,17.005126,-30.3,51.183,50,25,Buena Vista,2014,Family Comedy,52.249,-22.751,21/03/2014,2.249,80.383,29.2
Tales from Earthsea,Disney,0.020614,-31.3,0.048,30,30,Buena Vista,2010,Animation,41.204,-18.796,13/08/2010,11.204,68.674,68.626
Frankenweenie,Disney,11.412213,-37.3,35.291,39,39,Buena Vista,2012,Animation,48.895,-29.105,05/10/2012,9.895,81.491,46.2
The Sorcerer's Apprentice,Disney,17.619622,-37.8,63.151,150,75,Buena Vista,2010,Fantasy,139.935,-85.065,14/07/2010,-10.065,215.284,152.133
Delivery Man,Disney,7.944977,-42.3,30.664,26,26,Buena Vista,2013,Comedy,29.991,-22.009,22/11/2013,3.991,49.985,19.321
The BFG,Disney,18.77535,-43.3,55.484,140,70,Buena Vista,2016,Adventure,119.053,-90.947,01/07/2016,-20.947,183.159,127.675
The Lone Ranger,Disney,29.210849,-47.5,89.302,215,107.5,Buena Vista,2013,Western,169.326,-153.174,03/07/2013,-45.674,260.502,171.2
Secretariat,Disney,12.69477,-48.4,59.714,35,35,Buena Vista,2010,Sports Drama,36.151,-33.849,08/10/2010,1.151,60.251,0.537
John Carter,Disney,30.180188,-50.7,73.078,250,125,Buena Vista,2012,Sci-Fi Adventure,184.69,-190.31,09/03/2012,-65.31,284.139,211.061
You Again,Disney,8.407513,-52,25.702,20,20,Buena Vista,2010,Comedy,19.203,-20.797,24/09/2010,-0.797,32.005,6.303
Tomorrowland,Disney,33.028165,-52.3,93.436,190,95,Buena Vista,2015,Sci-Fi,135.95,-149.05,22/05/2015,-54.05,209.154,115.718
Million Dollar Arm,Disney,10.515659,-52.9,36.458,25,25,Buena Vista,2014,Sports Drama,23.537,-26.463,16/05/2014,-1.463,39.228,2.77
Fright Night (2011),Disney,7.714388,-59,18.303,30,30,Buena Vista,2011,Horror,24.602,-35.398,19/08/2011,-5.398,41.003,22.7
Prom,Disney,4.712638,-62,10.13,8,8,Buena Vista,2011,Comedy / Drama,6.078,-9.922,29/04/2011,-1.922,10.13,0
The Light Between Oceans,Disney,4.765838,-63.7,12.546,20,20,Buena Vista,2016,Drama,14.537,-25.463,02/09/2016,-5.463,24.229,11.683
Winnie the Pooh,Disney,7.857076,-66.8,26.693,30,30,Buena Vista,2011,Animation,19.892,-40.108,15/07/2011,-10.108,33.153,6.46
The Wind Rises,Disney,0.313751,-76.2,5.21,215,107.5,Buena Vista,2014,Animation,76.656,-245.844,21/02/2014,-138.344,117.932,112.722
People Like Us,Disney,4.255423,-76.7,12.435,16,16,Buena Vista,2012,Drama,7.461,-24.539,29/06/2012,-8.539,12.435,0
Queen of Katwe,Disney,2.6622,-79.6,8.874,15,15,Buena Vista,2016,Sports Drama,6.124,-23.876,23/09/2016,-8.876,10.206,1.332
Mars Needs Moms,Disney,6.914488,-88.7,21.393,150,75,Buena Vista,2011,Animation,25.345,-199.655,11/03/2011,-124.655,38.993,17.6
When in Rome,Disney,12.350041,-89,32.681,170,85,Buena Vista,2010,Romantic Comedy,27.978,-227.022,29/01/2010,-142.022,43.043,10.362
The Finest Hours,Disney,10.288932,-89.5,27.57,215,107.5,Buena Vista,2016,Thriller,33.864,-288.636,29/01/2016,-181.136,52.099,24.529
"McFarland, USA",Disney,11.020798,-90.1,44.482,200,100,Buena Vista,2015,Sports Drama,29.712,-270.288,20/02/2015,-170.288,45.71,1.228
The Fifth Estate,Disney,1.673351,-90.8,3.255,28,28,Buena Vista,2013,Drama,5.133,-50.867,18/10/2013,-22.867,8.555,5.3
Strange Magic,Disney,5.504441,-97.3,12.43,215,107.5,Buena Vista,2015,Animation,8.842,-313.658,23/01/2015,-206.158,13.603,1.173
Waking Sleeping Beauty,Disney,0.033115,-99.5,0.081,5,5,Buena Vista,2010,Documentary,0.051,-9.949,26/03/2010,-4.949,0.085,0.004
The Tempest,Disney,0.042436,-99.5,0.278,20,20,Miramax,2010,Romance,0.208,-39.792,10/12/2010,-19.792,0.347,0.069
Star Wars: Phantom Menace (3D),Fox Group,22.469932,108.34,45.456,0,12,Fox,2012,Sci-Fi Fantasy,25.0008,13.0008,10/02/2012,25.0008,45.456,0
Avatar:,Fox Group,250.96764,416.5013867,760.508,250,125,Fox,2010,Sci-Fi Adventure,1811.8802,1436.8802,27/08/2010,1561.8802,2787.508,2027
The Fault in our Stars,Fox Group,48.002523,667.9,124.872,12,12,Fox,2014,Drama,184.3,160.3,06/06/2014,172.3,307.167,182.295
Black Swan,Fox Group,32.0865,660.2,106.955,13,13,Fox Searchlight,2010,Drama / Thriller,197.639,171.639,03/12/2010,184.639,329.398,222.443
Deadpool,Fox Group,132.434639,485.1,363.071,58,29,Fox,2016,Action,509.023,422.023,12/02/2016,451.023,783.113,420.042
Kung Fu Panda 3,Fox Group,41.282042,370.5,143.529,48,24,Fox,2016,Animation,338.761,266.761,29/01/2016,290.761,521.171,377.642
The Best Exotic Marigold Hotel,Fox Group,13.9236,310.5,46.412,10,10,Fox Searchlight,2012,Comedy / Drama,82.102,62.102,04/05/2012,72.102,136.836,90.424
Ice Age:,Fox Group,46.629259,300.1,161.322,95,47.5,Fox,2012,Animation,570.209,427.709,13/07/2012,475.209,877.245,715.923
Taken 2,Fox Group,49.514769,262.2,139.854,45,22.5,Fox,2012,Action,244.492,176.992,05/10/2012,199.492,376.141,236.287
Chronicle (2012),Fox Group,22.004098,216.6,64.575,12,12,Fox,2012,Sci-Fi Action,75.982,51.982,03/02/2012,63.982,126.636,62.061
The Maze Runner,Fox Group,32.512804,207.3,102.428,34,34,Fox,2014,Sci-Fi Thriller,208.992,140.992,19/09/2014,174.992,348.32,245.892
Taken 3,Fox Group,39.201657,194.7,89.256,48,24,Fox,2015,Action,212.211,140.211,09/01/2015,164.211,326.479,237.223
12 Years a Slave,Fox Group,17.0016,181.6,56.672,20,20,Fox Searchlight,2013,Drama,112.64,72.64,18/10/2013,92.64,187.733,131.061
Gone Girl,Fox Group,37.513109,162.4,167.767,61,30.5,Fox,2014,Thriller,240.065,148.565,03/10/2014,179.065,369.33,201.563
The Second Best Exotic Marigold Hotel,Fox Group,8.54037,157.9,33.078,10,10,Fox Searchlight,2015,Comedy / Drama,51.587,31.587,06/03/2015,41.587,85.978,52.9
The Martian,Fox Group,54.308575,152.8,228.434,108,54,Fox,2015,Sci-Fi,409.605,247.605,02/10/2015,301.605,630.162,401.728
Let's Be Cops,Fox Group,17.813722,143.9,82.391,17,17,Fox,2014,Action Comedy,82.935,48.935,13/08/2014,65.935,138.225,55.834
Rio,Fox Group,39.225962,133.3,143.62,90,45,Fox,2011,Animation,315.013,180.013,15/04/2011,225.013,484.636,341.016
The Heat,Fox Group,39.115043,131.7,159.582,43,21.5,Fox,2013,Comedy,149.455,84.955,28/06/2013,106.455,229.931,70.349
Rise of the Planet of the Apes,Fox Group,54.806191,124.5,176.76,93,46.5,Fox,2011,Sci-Fi Action,313.171,173.671,05/08/2011,220.171,481.801,305.041
Maze Runner:,Fox Group,30.31651,121.9,81.697,61,30.5,Fox,2015,Action / Adventure,203.011,111.511,18/09/2015,142.011,312.325,230.628
Kingsman:,Fox Group,36.206331,121.7,128.262,81,40.5,Fox,2015,Action / Adventure,269.329,147.829,13/02/2015,188.329,414.352,286.09
Life of Pi,Fox Group,22.451514,119.9,124.987,120,60,Fox,2012,Adventure,395.861,215.861,21/11/2012,275.861,609.017,484.03
Paper Towns,Fox Group,12.65014,113.8,32,12,12,Fox,2015,Drama,51.307,27.307,24/07/2015,39.307,85.512,53.512
The Other Woman (2014),Fox Group,24.763752,113.1,83.911,40,20,Fox,2014,Comedy,127.862,67.862,25/04/2014,87.862,196.71,112.799
Rio 2,Fox Group,39.327869,110.4,131.538,103,51.5,Fox,2014,Animation,325.066,170.566,11/04/2014,222.066,500.102,368.564
The Grand Budapest Hotel,Fox Group,17.7903,109.8,59.301,25,25,Fox Searchlight,2014,Comedy,104.881,54.881,07/03/2014,79.881,174.801,115.5
Alvin and the Chipmunks:,Fox Group,23.244744,98,133.111,75,37.5,Fox,2011,Family Comedy,222.752,110.252,16/12/2011,147.752,342.695,209.584
The Descendants,Fox Group,24.7752,92,82.584,40,20,Fox Searchlight,2011,Comedy / Drama,115.208,55.208,16/11/2011,75.208,177.243,94.659
The Croods,Fox Group,43.639736,88.5,187.168,135,67.5,Fox,2013,Animation,381.683,179.183,22/03/2013,246.683,587.205,400.037
In Time,Fox Group,12.050368,88.4,37.52,40,20,Fox,2011,Sci-Fi Thriller,113.055,53.055,28/10/2011,73.055,173.931,136.411
How to Train Your Dragon 2,Fox Group,49.451322,85.7,177.003,145,72.5,Fox,2014,Animation,404,186.5,13/06/2014,259,621.538,444.535
Dawn of the Planet of the Apes,Fox Group,72.611427,81.1,208.546,170,85,Fox,2014,Sci-Fi Action,461.919,206.919,11/07/2014,291.919,710.645,502.099
Birdman,Fox Group,21.6,72,42.341,18,18,Fox Searchlight,2014,Comedy / Drama,61.929,25.929,17/10/2014,43.929,103.215,60.874
The Revenant,Fox Group,55.0914,71.1,183.638,135,67.5,Fox,2015,Action / Adventure,346.418,143.918,25/12/2015,211.418,532.951,349.313
Ice Age:,Fox Group,21.373064,68.6,64.063,105,52.5,Fox,2016,Animation,265.576,108.076,22/07/2016,160.576,408.579,344.516
X-Men:,Fox Group,90.82366,62,233.922,200,100,Fox,2014,Action / Adventure,486.111,186.111,23/05/2014,286.111,747.863,513.941
Hidden Figures,Fox Group,37.6821,61.2,125.607,25,25,Fox,2016,Drama,80.614,30.614,25/12/2016,55.614,134.356,8.749
Devil's Due,Fox Group,8.30822,58.2,15.821,7,7,Fox,2014,Horror,22.153,8.153,17/01/2014,15.153,36.922,21.101
Spy,Fox Group,29.085719,57.1,110.826,65,32.5,Fox,2015,Comedy,153.183,55.683,05/06/2015,88.183,235.666,124.84
Diary of a Wimpy Kid,Fox Group,22.126166,51.4,64.004,15,15,Fox,2010,Comedy,45.42,15.42,19/03/2010,30.42,75.7,11.696
The Wolverine,Fox Group,53.113752,49.8,132.557,120,60,Fox,2013,Action,269.638,89.638,26/07/2013,149.638,414.828,282.271
Mr. Popper's Penguins,Fox Group,18.445355,47.6,68.224,55,27.5,Fox,2011,Family Comedy,121.785,39.285,17/06/2011,66.785,187.362,119.138
Parental Guidance,Fox Group,14.554053,43.7,77.267,25,25,Fox,2012,Comedy,71.863,21.863,25/12/2012,46.863,119.772,42.505
A Good Day to Die Hard,Fox Group,24.834845,43.5,67.349,92,46,Fox,2013,Action,198.025,60.025,14/02/2013,106.025,304.654,237.305
Predators,Fox Group,24.760882,37.8,52.001,40,20,Fox,2010,Sci-Fi Horror,82.701,22.701,09/07/2010,42.701,127.233,75.232
Prometheus,Fox Group,51.050101,34.5,126.477,130,65,Fox,2012,Sci-Fi Action,262.18,67.18,08/06/2012,132.18,403.354,276.877
X-Men:,Fox Group,65.769562,32.4,155.442,178,89,Fox,2016,Action / Adventure,353.558,86.558,27/05/2016,175.558,543.935,388.493
Machete,Fox Group,11.416164,26,26.594,10.5,10.5,Fox,2010,Action / Adventure,26.456,5.456,03/09/2010,15.956,44.093,17.499
Home (2015),Fox Group,52.107731,23.9,177.398,135,67.5,Fox,2015,Animation,250.927,48.427,27/03/2015,115.927,386.042,208.644
Night at the Museum:,Fox Group,17.10052,23.9,113.747,127,63.5,Fox,2014,Family Adventure,236.083,45.583,19/12/2014,109.083,363.205,249.458
Penguins of Madagascar,Fox Group,25.447444,22.5,83.351,132,66,Fox,2014,Animation,242.46,44.46,26/11/2014,110.46,373.016,289.665
Vampires Suck,Fox Group,12.202831,20.8,36.662,20,20,Fox,2010,Horror Comedy,48.329,8.329,18/08/2010,28.329,80.548,43.886
Date Night,Fox Group,25.207599,20,98.711,55,27.5,Fox,2010,Comedy,98.972,16.472,09/04/2010,43.972,152.264,53.553
Trolls,Fox Group,46.581142,17.5,153.082,125,62.5,Fox,2016,Animation,220.366,32.866,04/11/2016,95.366,339.025,185.943
Epic,Fox Group,33.531068,16.3,107.519,100,50,Fox,2013,Animation,174.478,24.478,24/05/2013,74.478,268.427,160.908
The Chronicles of Narnia:,Fox Group,24.005069,16.2,104.387,155,77.5,Fox,2010,Fantasy,270.196,37.696,10/12/2010,115.196,415.686,311.299
Miss Peregrine's Home for Peculiar Children,Fox Group,28.87114,13.8,87.243,110,55,Fox,2016,Fantasy,187.719,22.719,30/09/2016,77.719,288.798,201.555
The Peanuts Movie,Fox Group,44.213073,7.8,130.178,99,49.5,Fox,2015,Animation,160.051,11.551,06/11/2015,61.051,246.233,116.055
Diary of a Wimpy Kid:,Fox Group,14.623599,5.2,49.009,22,22,Fox,2012,Comedy,46.267,2.267,03/08/2012,24.267,77.112,28.103
This Means War,Fox Group,17.40593,4.3,54.761,65,32.5,Fox,2012,Action,101.719,4.219,17/02/2012,36.719,156.491,101.73
Diary of a Wimpy Kid:,Fox Group,23.751502,3.5,52.699,21,21,Fox,2011,Comedy,43.45,1.45,25/03/2011,22.45,72.417,19.718
Percy Jackson & The Olympians:,Fox Group,31.236067,3.3,88.768,95,47.5,Fox,2010,Fantasy,147.223,4.723,12/02/2010,52.223,226.497,137.729
Alvin and the Chipmunks:,Fox Group,14.287159,2.8,85.887,99,49.5,Fox,2015,Family Comedy,152.619,4.119,18/12/2015,53.619,234.799,148.912
Love and Other Drugs,Fox Group,9.739161,2.8,32.367,30,30,Fox,2010,Comedy / Drama,61.692,1.692,24/11/2010,31.692,102.82,70.453
Independence Day:,Fox Group,41.039944,2.3,103.144,165,82.5,Fox,2016,Sci-Fi Adventure,253.293,5.793,24/06/2016,88.293,389.682,286.538
Tooth Fairy,Fox Group,14.010409,1.5,60.022,48,24,Fox,2010,Fantasy Comedy,73.101,1.101,22/01/2010,25.101,112.463,52.441
127 Hours,Fox Group,5.5005,1.2,18.335,18,18,Fox Searchlight,2010,Drama,36.443,0.443,05/11/2010,18.443,60.739,42.404
The Birth of a Nation,Fox Group,7.004254,-0.486817647,15.862,8.5,8.5,Fox Searchlight,2016,Drama,8.7241,-8.2759,07/10/2016,0.2241,15.862,0
Rules Don't Apply,Fox Group,1.589625,-0.959828,3.652,25,25,Fox,2016,Comedy / Drama,2.0086,-47.9914,23/11/2016,-22.9914,3.652,0
Knight & Day,Fox Group,20.139985,-3,76.423,117,58.5,Fox,2010,Comedy,170.255,-5.245,23/06/2010,53.255,261.93,185.507
Percy Jackson:,Fox Group,14.401054,-3.8,68.56,90,45,Fox,2013,Fantasy,129.903,-5.097,07/08/2013,39.903,199.85,131.29
X-Men:,Fox Group,55.101604,-4.2,146.408,160,80,Fox,2011,Action / Adventure,229.856,-10.144,03/06/2011,69.856,353.624,207.216
Water for Elephants,Fox Group,16.842353,-7.6,58.71,38,38,Fox,2011,Drama,70.257,-5.743,22/04/2011,32.257,117.095,58.385
The Book Thief,Fox Group,6.4464,-8.1,21.488,25,25,Fox,2013,Drama,45.952,-4.048,08/11/2013,20.952,76.586,55.098
Gulliver's Travels,Fox Group,6.307691,-8.2,42.779,112,56,Fox,2010,Adventure Comedy,154.299,-13.701,25/12/2010,42.299,237.383,194.604
Turbo,Fox Group,21.312625,-9.3,83.028,135,67.5,Fox,2013,Animation,183.671,-18.829,17/07/2013,48.671,282.571,199.543
The Secret Life of Walter Mitty,Fox Group,12.765508,-9.4,58.237,90,45,Fox,2013,Comedy,122.286,-12.714,25/12/2013,32.286,188.133,129.896
Why Him?,Fox Group,11.002986,-10,59.159,38,38,Fox,2016,Comedy,68.371,-7.629,23/12/2016,30.371,113.951,54.792
The Book of Life (2014),Fox Group,17.005218,-13.5,50.152,50,25,Fox,2014,Animation,64.86,-10.14,17/10/2014,14.86,99.784,49.632
The Counselor,Fox Group,7.84293,-14.8,16.974,25,25,Fox,2013,Thriller,42.605,-7.395,25/10/2013,17.605,71.009,54.035
Wall Street:,Fox Group,19.011188,-16.6,52.475,70,35,Fox,2010,Drama,87.586,-17.414,24/09/2010,17.586,134.748,82.273
Exodus:,Fox Group,24.115934,-17,65.015,140,70,Fox,2014,Drama,174.314,-35.686,12/12/2014,34.314,268.176,203.161
Mr. Peabody & Sherman,Fox Group,32.207057,-17.6,111.506,145,72.5,Fox,2014,Animation,179.204,-38.296,07/03/2014,34.204,275.698,164.192
Poltergeist (2015),Fox Group,22.620386,-18.2,47.425,35,35,Fox,2015,Horror,57.263,-12.737,22/05/2015,22.263,95.438,48.013
Big Mommas:,Fox Group,16.300803,-22.5,37.915,32,32,Fox,2011,Action Comedy,49.612,-14.388,18/02/2011,17.612,82.686,44.771
Assassin's Creed,Fox Group,10.278225,-26.6,54.396,125,62.5,Fox,2016,Action,137.589,-49.911,21/12/2016,12.589,211.675,157.279
Abraham Lincoln:,Fox Group,16.306974,-26.9,37.519,69,34.5,Fox,2012,Horror Thriller,75.707,-27.793,22/06/2012,6.707,116.472,78.953
Joy,Fox Group,17.015168,-27,56.451,60,30,Fox,2015,Comedy / Drama,65.737,-24.263,25/12/2015,5.737,101.134,44.683
Unstoppable,Fox Group,22.688457,-27.3,81.563,100,50,Fox,2010,Action Thriller,109.073,-40.927,12/11/2010,9.073,167.805,86.242
Marmaduke,Fox Group,11.599661,-27.4,33.645,50,25,Fox,2010,Family Comedy,54.445,-20.555,04/06/2010,4.445,83.762,50.117
Hitman:,Fox Group,8.32653,-29.4,22.467,35,35,Fox,2015,Action / Adventure,49.409,-20.591,21/08/2015,14.409,82.348,59.881
Mike and Dave Need Wedding Dates,Fox Group,16.62817,-29.9,46.01,33,33,Fox,2016,Comedy,46.241,-19.759,08/07/2016,13.241,77.068,31.058
The Internship,Fox Group,17.325307,-30.1,44.673,58,29,Fox,2013,Comedy,60.77,-26.23,07/06/2013,2.77,93.493,48.82
The A-Team,Fox Group,25.669455,-30.2,77.222,110,55,Fox,2010,Action,115.205,-49.795,11/06/2010,5.205,177.239,100.017
We Bought a Zoo,Fox Group,9.360434,-30.6,75.625,75,37.5,Fox,2011,Comedy / Drama,78.053,-34.447,23/12/2011,3.053,120.082,44.457
Walking with Dinosaurs,Fox Group,7.091938,-31.5,36.076,80,40,Fox,2013,Family Adventure,82.256,-37.744,20/12/2013,2.256,126.547,90.471
Runner Runner,Fox Group,7.706712,-37.3,19.317,30,30,Fox,2013,Thriller,37.605,-22.395,04/10/2013,7.605,62.675,43.358
Glee The 3D Concert Movie,Fox Group,5.961231,-37.8,11.862,9,9,Fox,2011,Concert,11.198,-6.802,12/08/2011,2.198,18.663,6.801
Fantastic Four,Fox Group,25.685737,-39.3,56.118,120,60,Fox,2015,Action / Adventure,109.186,-70.814,07/08/2015,-10.814,167.978,111.86
